Reporting country,Reference period,Item,Item code,Value,Date of extraction (yyyymmdd),Number of submissions per reporting country (NCA) and reference date
CZECH REPUBLIC,2018 Q4,"Any other assets, not elsewhere shown",R0420,285.52,20190319,27
CZECH REPUBLIC,2018 Q4,Cash and cash equivalents,R0410,434.98,20190319,27
CZECH REPUBLIC,2018 Q4,Derivatives,R0190,24.04,20190319,27
CZECH REPUBLIC,2018 Q4,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Property (other than for own use),R0080,51.01,20190319,27
CZECH REPUBLIC,2018 Q4,Own shares (held directly),R0390,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Collective Investments Undertakings,R0180,821.49,20190319,27
CZECH REPUBLIC,2018 Q4,"Receivables (trade, not insurance)",R0380,135.92,20190319,27
CZECH REPUBLIC,2018 Q4,Reinsurance receivables,R0370,79.18,20190319,27
CZECH REPUBLIC,2018 Q4,"Payables (trade, not insurance)",R0840,198.91,20190319,27
CZECH REPUBLIC,2018 Q4,Collateralised securities,R0170,9.35,20190319,27
CZECH REPUBLIC,2018 Q4,Reinsurance payables,R0830,79.93,20190319,27
CZECH REPUBLIC,2018 Q4,Insurance and intermediaries receivables,R0360,306.04,20190319,27
CZECH REPUBLIC,2018 Q4,Investments (other than assets held for index-linked and unit-linked contracts),R0070,11899.62,20190319,27
CZECH REPUBLIC,2018 Q4,Insurance & intermediaries payables,R0820,371.30,20190319,27
CZECH REPUBLIC,2018 Q4,Financial liabilities other than debts owed to credit institutions,R0810,1059.14,20190319,27
CZECH REPUBLIC,2018 Q4,Deposits to cedants,R0350,114.39,20190319,27
CZECH REPUBLIC,2018 Q4,Debts owed to credit institutions,R0800,1.44,20190319,27
CZECH REPUBLIC,2018 Q4,Structured notes,R0160,28.83,20190319,27
CZECH REPUBLIC,2018 Q4,Derivatives,R0790,65.96,20190319,27
CZECH REPUBLIC,2018 Q4,Life index-linked and unit-linked,R0340,-10.23,20190319,27
CZECH REPUBLIC,2018 Q4,Deferred tax liabilities,R0780,408.15,20190319,27
CZECH REPUBLIC,2018 Q4,Deposits from reinsurers,R0770,345.96,20190319,27
CZECH REPUBLIC,2018 Q4,Life excluding health and index-linked and unit-linked,R0330,117.88,20190319,27
CZECH REPUBLIC,2018 Q4,Pension benefit obligations,R0760,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Corporate Bonds,R0150,2448.98,20190319,27
CZECH REPUBLIC,2018 Q4,Provisions other than technical provisions,R0750,74.82,20190319,27
CZECH REPUBLIC,2018 Q4,Health similar to life,R0320,-0.12,20190319,27
CZECH REPUBLIC,2018 Q4,"Property, plant & equipment held for own use",R0060,143.79,20190319,27
CZECH REPUBLIC,2018 Q4,Contingent liabilities,R0740,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Risk margin,R0720,100.38,20190319,27
CZECH REPUBLIC,2018 Q4,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,117.76,20190319,27
CZECH REPUBLIC,2018 Q4,Best Estimate,R0710,2043.41,20190319,27
CZECH REPUBLIC,2018 Q4,Government Bonds,R0140,6620.10,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions calculated as a whole,R0700,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Health similar to non-life,R0300,44.65,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions – index-linked and unit-linked,R0690,2143.80,20190319,27
CZECH REPUBLIC,2018 Q4,Risk margin,R0680,494.72,20190319,27
CZECH REPUBLIC,2018 Q4,Non-life excluding health,R0290,836.32,20190319,27
CZECH REPUBLIC,2018 Q4,Best Estimate,R0670,4294.09,20190319,27
CZECH REPUBLIC,2018 Q4,Bonds,R0130,9107.26,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions calculated as a whole,R0660,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Non-life and health similar to non-life,R0280,880.97,20190319,27
CZECH REPUBLIC,2018 Q4,Pension benefit surplus,R0050,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,4788.81,20190319,27
CZECH REPUBLIC,2018 Q4,Risk margin,R0640,15.47,20190319,27
CZECH REPUBLIC,2018 Q4,Reinsurance recoverables from:,R0270,988.50,20190319,27
CZECH REPUBLIC,2018 Q4,Best Estimate,R0630,-63.77,20190319,27
CZECH REPUBLIC,2018 Q4,Equities - unlisted,R0120,23.89,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions calculated as a whole,R0620,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Other loans and mortgages,R0260,1206.04,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions - health (similar to life),R0610,-48.29,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions - life (excluding index-linked and unit-linked),R0600,4740.52,20190319,27
CZECH REPUBLIC,2018 Q4,Loans and mortgages to individuals,R0250,0.01,20190319,27
CZECH REPUBLIC,2018 Q4,Risk margin,R0590,12.13,20190319,27
CZECH REPUBLIC,2018 Q4,Equities - listed,R0110,63.26,20190319,27
CZECH REPUBLIC,2018 Q4,Best Estimate,R0580,109.59,20190319,27
CZECH REPUBLIC,2018 Q4,Loans on policies,R0240,1.97,20190319,27
CZECH REPUBLIC,2018 Q4,Deferred tax assets,R0040,1.57,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions calculated as a whole,R0570,0.00,20190319,27
CZECH REPUBLIC,2018 Q4,Technical provisions - health (similar to non-life),R0560,121.71,20190319,27
DENMARK,2016 Q3,Best Estimate,R0670,177242.05,20190319,85
DENMARK,2016 Q3,Technical provisions - health (similar to non-life),R0560,4717.17,20190319,85
DENMARK,2016 Q3,Risk margin,R0680,2362.21,20190319,85
DENMARK,2016 Q3,Life excluding health and index-linked and unit-linked,R0330,55.08,20190319,85
DENMARK,2016 Q3,Government Bonds,R0140,30826.35,20190319,85
DENMARK,2016 Q3,Risk margin,R0720,344.88,20190319,85
DENMARK,2016 Q3,Reinsurance recoverables from:,R0270,1296.22,20190319,85
DENMARK,2016 Q3,"Any other assets, not elsewhere shown",R0420,2407.91,20190319,85
DENMARK,2016 Q3,Derivatives,R0190,40834.66,20190319,85
DENMARK,2016 Q3,Collective Investments Undertakings,R0180,66045.58,20190319,85
DENMARK,2016 Q3,Insurance & intermediaries payables,R0820,296.60,20190319,85
DENMARK,2016 Q3,Technical provisions – non-life,R0510,11701.35,20190319,85
DENMARK,2016 Q3,Bonds,R0130,103685.95,20190319,85
DENMARK,2016 Q3,Technical provisions - life (excluding index-linked and unit-linked),R0600,190475.59,20190319,85
DENMARK,2016 Q3,Property (other than for own use),R0080,3143.58,20190319,85
DENMARK,2016 Q3,Best Estimate,R0580,4470.93,20190319,85
DENMARK,2016 Q3,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,184143.42,20190319,85
DENMARK,2016 Q3,Risk margin,R0640,295.89,20190319,85
DENMARK,2016 Q3,Deposits to cedants,R0350,18.87,20190319,85
DENMARK,2016 Q3,Loans on policies,R0240,0.03,20190319,85
DENMARK,2016 Q3,"Property, plant & equipment held for own use",R0060,141.93,20190319,85
DENMARK,2016 Q3,Deposits other than cash equivalents,R0200,1036.23,20190319,85
DENMARK,2016 Q3,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,241.32,20190319,85
DENMARK,2016 Q3,Assets held for index-linked and unit-linked contracts,R0220,124518.02,20190319,85
DENMARK,2016 Q3,Pension benefit surplus,R0050,0.00,20190319,85
DENMARK,2016 Q3,Contingent liabilities,R0740,0.00,20190319,85
DENMARK,2016 Q3,Technical provisions - health (similar to life),R0610,6332.17,20190319,85
DENMARK,2016 Q3,Technical provisions calculated as a whole,R0700,39179.92,20190319,85
DENMARK,2016 Q3,Technical provisions – index-linked and unit-linked,R0690,122923.33,20190319,85
DENMARK,2016 Q3,Loans and mortgages,R0230,6298.37,20190319,85
DENMARK,2016 Q3,Pension benefit obligations,R0760,52.73,20190319,85
DENMARK,2016 Q3,Cash and cash equivalents,R0410,3535.05,20190319,85
DENMARK,2016 Q3,Loans and mortgages to individuals,R0250,77.86,20190319,85
DENMARK,2016 Q3,Life index-linked and unit-linked,R0340,4.16,20190319,85
DENMARK,2016 Q3,"Payables (trade, not insurance)",R0840,3153.86,20190319,85
DENMARK,2016 Q3,Deferred tax liabilities,R0780,1526.89,20190319,85
DENMARK,2016 Q3,Reinsurance receivables,R0370,50.97,20190319,85
DENMARK,2016 Q3,Risk margin,R0590,246.24,20190319,85
DENMARK,2016 Q3,Non-life excluding health,R0290,915.90,20190319,85
DENMARK,2016 Q3,Best Estimate,R0630,6036.28,20190319,85
DENMARK,2016 Q3,"Holdings in related undertakings, including participations",R0090,54954.97,20190319,85
DENMARK,2016 Q3,Health similar to life,R0320,186.24,20190319,85
DENMARK,2016 Q3,Equities,R0100,14084.36,20190319,85
DENMARK,2016 Q3,Reinsurance payables,R0830,220.43,20190319,85
DENMARK,2016 Q3,Investments (other than assets held for index-linked and unit-linked contracts),R0070,283808.89,20190319,85
DENMARK,2016 Q3,Technical provisions calculated as a whole,R0530,0.00,20190319,85
DENMARK,2016 Q3,"Receivables (trade, not insurance)",R0380,2195.03,20190319,85
DENMARK,2016 Q3,Technical provisions calculated as a whole,R0660,4539.16,20190319,85
DENMARK,2016 Q3,Technical provisions – non-life (excluding health),R0520,6984.18,20190319,85
DENMARK,2016 Q3,Derivatives,R0790,31455.93,20190319,85
DENMARK,2016 Q3,Non-life and health similar to non-life,R0280,1050.74,20190319,85
DENMARK,2016 Q3,Health similar to non-life,R0300,134.84,20190319,85
DENMARK,2016 Q3,Insurance and intermediaries receivables,R0360,1327.32,20190319,85
DENMARK,2016 Q3,Technical provisions calculated as a whole,R0620,0.00,20190319,85
DENMARK,2016 Q3,Technical provisions calculated as a whole,R0570,0.00,20190319,85
DENMARK,2016 Q3,Deposits from reinsurers,R0770,146.38,20190319,85
DENMARK,2016 Q3,Structured notes,R0160,2592.20,20190319,85
DENMARK,2016 Q3,Other investments,R0210,23.56,20190319,85
DENMARK,2016 Q3,Intangible assets,R0030,8.27,20190319,85
DENMARK,2016 Q3,Deferred tax assets,R0040,555.02,20190319,85
DENMARK,2016 Q3,Corporate Bonds,R0150,67533.39,20190319,85
DENMARK,2016 Q3,Equities - unlisted,R0120,4583.81,20190319,85
DENMARK,2016 Q3,Debts owed to credit institutions,R0800,19070.71,20190319,85
DENMARK,2016 Q3,Collateralised securities,R0170,2734.01,20190319,85
DENMARK,2016 Q3,Risk margin,R0550,257.38,20190319,85
DENMARK,2016 Q3,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,85
DENMARK,2016 Q3,Best Estimate,R0540,6726.80,20190319,85
DENMARK,2016 Q3,Equities - listed,R0110,9500.55,20190319,85
DENMARK,2016 Q3,Total assets,R0500,426161.88,20190319,85
DENMARK,2016 Q3,Provisions other than technical provisions,R0750,96.48,20190319,85
DENMARK,2016 Q3,Other loans and mortgages,R0260,6220.48,20190319,85
DENMARK,2016 Q3,Best Estimate,R0710,83398.53,20190319,85
DENMARK,2016 Q3,Financial liabilities other than debts owed to credit institutions,R0810,2264.44,20190319,85
DENMARK,2016 Q3,Own shares (held directly),R0390,0.01,20190319,85
DENMARK,2016 Q3,Subordinated liabilities not in Basic Own Funds,R0860,28.29,20190319,85
DENMARK,2016 Q3,Subordinated liabilities,R0850,1765.77,20190319,85
DENMARK,2016 Q3,Total liabilities,R0900,386282.64,20190319,85
DENMARK,2016 Q3,Subordinated liabilities in Basic Own Funds,R0870,1737.48,20190319,85
DENMARK,2016 Q3,Excess of assets over liabilities,R1000,39879.24,20190319,85
DENMARK,2016 Q3,"Any other liabilities, not elsewhere shown",R0880,1132.12,20190319,85
DENMARK,2016 Q4,Subordinated liabilities in Basic Own Funds,R0870,1881.39,20190319,82
DENMARK,2016 Q4,"Any other liabilities, not elsewhere shown",R0880,1691.68,20190319,82
DENMARK,2016 Q4,Subordinated liabilities,R0850,1881.81,20190319,82
DENMARK,2016 Q4,Subordinated liabilities not in Basic Own Funds,R0860,0.42,20190319,82
DENMARK,2016 Q4,Total liabilities,R0900,387929.23,20190319,82
DENMARK,2016 Q4,Excess of assets over liabilities,R1000,40175.43,20190319,82
DENMARK,2016 Q4,Technical provisions calculated as a whole,R0700,40817.69,20190319,82
DENMARK,2016 Q4,Equities,R0100,13900.90,20190319,82
DENMARK,2016 Q4,Life index-linked and unit-linked,R0340,0.00,20190319,82
DENMARK,2016 Q4,Intangible assets,R0030,10.80,20190319,82
DENMARK,2016 Q4,Deferred tax liabilities,R0780,1638.10,20190319,82
DENMARK,2016 Q4,Debts owed to credit institutions,R0800,18744.00,20190319,82
DENMARK,2016 Q4,Cash and cash equivalents,R0410,2587.63,20190319,82
DENMARK,2016 Q4,"Holdings in related undertakings, including participations",R0090,53729.26,20190319,82
DENMARK,2016 Q4,Deposits other than cash equivalents,R0200,1131.61,20190319,82
DENMARK,2016 Q4,Best Estimate,R0630,6024.82,20190319,82
DENMARK,2016 Q4,"Any other assets, not elsewhere shown",R0420,1964.80,20190319,82
DENMARK,2016 Q4,Technical provisions - health (similar to non-life),R0560,4635.50,20190319,82
DENMARK,2016 Q4,Insurance and intermediaries receivables,R0360,1187.91,20190319,82
DENMARK,2016 Q4,Derivatives,R0190,33528.94,20190319,82
DENMARK,2016 Q4,Provisions other than technical provisions,R0750,96.36,20190319,82
DENMARK,2016 Q4,Property (other than for own use),R0080,3423.67,20190319,82
DENMARK,2016 Q4,Derivatives,R0790,28801.29,20190319,82
DENMARK,2016 Q4,Best Estimate,R0670,167767.83,20190319,82
DENMARK,2016 Q4,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,183789.22,20190319,82
DENMARK,2016 Q4,Contingent liabilities,R0740,0.00,20190319,82
DENMARK,2016 Q4,Collective Investments Undertakings,R0180,72302.32,20190319,82
DENMARK,2016 Q4,"Receivables (trade, not insurance)",R0380,1559.15,20190319,82
DENMARK,2016 Q4,Pension benefit obligations,R0760,61.61,20190319,82
DENMARK,2016 Q4,Investments (other than assets held for index-linked and unit-linked contracts),R0070,279651.36,20190319,82
DENMARK,2016 Q4,Risk margin,R0640,275.84,20190319,82
DENMARK,2016 Q4,Collateralised securities,R0170,2506.82,20190319,82
DENMARK,2016 Q4,Technical provisions calculated as a whole,R0530,0.21,20190319,82
DENMARK,2016 Q4,Best Estimate,R0710,86106.87,20190319,82
DENMARK,2016 Q4,Reinsurance recoverables from:,R0270,1099.29,20190319,82
DENMARK,2016 Q4,Risk margin,R0720,552.50,20190319,82
DENMARK,2016 Q4,Deferred tax assets,R0040,459.98,20190319,82
DENMARK,2016 Q4,Best Estimate,R0580,4360.81,20190319,82
DENMARK,2016 Q4,Pension benefit surplus,R0050,0.00,20190319,82
DENMARK,2016 Q4,Technical provisions – non-life (excluding health),R0520,6546.20,20190319,82
DENMARK,2016 Q4,Deposits to cedants,R0350,0.54,20190319,82
DENMARK,2016 Q4,Corporate Bonds,R0150,67497.34,20190319,82
DENMARK,2016 Q4,"Payables (trade, not insurance)",R0840,3013.24,20190319,82
DENMARK,2016 Q4,Other loans and mortgages,R0260,6198.64,20190319,82
DENMARK,2016 Q4,Assets held for index-linked and unit-linked contracts,R0220,133035.32,20190319,82
DENMARK,2016 Q4,Reinsurance receivables,R0370,90.14,20190319,82
DENMARK,2016 Q4,Government Bonds,R0140,29831.59,20190319,82
DENMARK,2016 Q4,Reinsurance payables,R0830,210.24,20190319,82
DENMARK,2016 Q4,"Property, plant & equipment held for own use",R0060,170.41,20190319,82
DENMARK,2016 Q4,Non-life excluding health,R0290,825.88,20190319,82
DENMARK,2016 Q4,Technical provisions - life (excluding index-linked and unit-linked),R0600,190089.88,20190319,82
DENMARK,2016 Q4,Bonds,R0130,101633.70,20190319,82
DENMARK,2016 Q4,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,82
DENMARK,2016 Q4,Non-life and health similar to non-life,R0280,911.14,20190319,82
DENMARK,2016 Q4,Technical provisions - health (similar to life),R0610,6300.66,20190319,82
DENMARK,2016 Q4,Life excluding health and index-linked and unit-linked,R0330,36.83,20190319,82
DENMARK,2016 Q4,Health similar to non-life,R0300,85.26,20190319,82
DENMARK,2016 Q4,Equities - unlisted,R0120,3625.01,20190319,82
DENMARK,2016 Q4,Technical provisions calculated as a whole,R0620,0.00,20190319,82
DENMARK,2016 Q4,Insurance & intermediaries payables,R0820,344.62,20190319,82
DENMARK,2016 Q4,Risk margin,R0680,2126.92,20190319,82
DENMARK,2016 Q4,Health similar to life,R0320,151.32,20190319,82
DENMARK,2016 Q4,Technical provisions calculated as a whole,R0570,0.00,20190319,82
DENMARK,2016 Q4,Own shares (held directly),R0390,0.01,20190319,82
DENMARK,2016 Q4,Risk margin,R0590,274.69,20190319,82
DENMARK,2016 Q4,Equities - listed,R0110,10275.89,20190319,82
DENMARK,2016 Q4,Technical provisions – index-linked and unit-linked,R0690,127477.06,20190319,82
DENMARK,2016 Q4,Financial liabilities other than debts owed to credit institutions,R0810,2592.33,20190319,82
DENMARK,2016 Q4,Total assets,R0500,428104.66,20190319,82
DENMARK,2016 Q4,Loans on policies,R0240,0.03,20190319,82
DENMARK,2016 Q4,Deposits from reinsurers,R0770,105.31,20190319,82
DENMARK,2016 Q4,Structured notes,R0160,1797.96,20190319,82
DENMARK,2016 Q4,Technical provisions calculated as a whole,R0660,13894.48,20190319,82
DENMARK,2016 Q4,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,188.15,20190319,82
DENMARK,2016 Q4,Risk margin,R0550,258.04,20190319,82
DENMARK,2016 Q4,Technical provisions – non-life,R0510,11181.70,20190319,82
DENMARK,2016 Q4,Loans and mortgages to individuals,R0250,88.62,20190319,82
DENMARK,2016 Q4,Other investments,R0210,0.96,20190319,82
DENMARK,2016 Q4,Best Estimate,R0540,6287.95,20190319,82
DENMARK,2016 Q4,Loans and mortgages,R0230,6287.30,20190319,82
DENMARK,2017 Q1,Risk margin,R0550,255.94,20190319,82
DENMARK,2017 Q1,Technical provisions calculated as a whole,R0620,0.00,20190319,82
DENMARK,2017 Q1,Deferred tax liabilities,R0780,1062.04,20190319,82
DENMARK,2017 Q1,Assets held for index-linked and unit-linked contracts,R0220,137955.03,20190319,82
DENMARK,2017 Q1,Technical provisions calculated as a whole,R0530,0.91,20190319,82
DENMARK,2017 Q1,Equities,R0100,12971.36,20190319,82
DENMARK,2017 Q1,Technical provisions calculated as a whole,R0700,42034.54,20190319,82
DENMARK,2017 Q1,Technical provisions – non-life,R0510,12354.58,20190319,82
DENMARK,2017 Q1,Cash and cash equivalents,R0410,2472.80,20190319,82
DENMARK,2017 Q1,Deposits other than cash equivalents,R0200,2009.08,20190319,82
DENMARK,2017 Q1,Financial liabilities other than debts owed to credit institutions,R0810,1968.32,20190319,82
DENMARK,2017 Q1,"Any other assets, not elsewhere shown",R0420,1928.00,20190319,82
DENMARK,2017 Q1,Equities - unlisted,R0120,3483.95,20190319,82
DENMARK,2017 Q1,Derivatives,R0190,26301.38,20190319,82
DENMARK,2017 Q1,Technical provisions - health (similar to non-life),R0560,5149.02,20190319,82
DENMARK,2017 Q1,Property (other than for own use),R0080,3001.19,20190319,82
DENMARK,2017 Q1,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,82
DENMARK,2017 Q1,Derivatives,R0790,21574.85,20190319,82
DENMARK,2017 Q1,Own shares (held directly),R0390,0.01,20190319,82
DENMARK,2017 Q1,Collective Investments Undertakings,R0180,68123.16,20190319,82
DENMARK,2017 Q1,Government Bonds,R0140,29407.71,20190319,82
DENMARK,2017 Q1,"Receivables (trade, not insurance)",R0380,1753.13,20190319,82
DENMARK,2017 Q1,Risk margin,R0640,295.07,20190319,82
DENMARK,2017 Q1,Technical provisions – index-linked and unit-linked,R0690,132847.47,20190319,82
DENMARK,2017 Q1,Insurance and intermediaries receivables,R0360,1535.60,20190319,82
DENMARK,2017 Q1,Health similar to life,R0320,161.55,20190319,82
DENMARK,2017 Q1,Insurance & intermediaries payables,R0820,302.35,20190319,82
DENMARK,2017 Q1,Risk margin,R0720,570.76,20190319,82
DENMARK,2017 Q1,Structured notes,R0160,1770.67,20190319,82
DENMARK,2017 Q1,Debts owed to credit institutions,R0800,16036.73,20190319,82
DENMARK,2017 Q1,Intangible assets,R0030,12.63,20190319,82
DENMARK,2017 Q1,Non-life excluding health,R0290,858.56,20190319,82
DENMARK,2017 Q1,Life index-linked and unit-linked,R0340,0.00,20190319,82
DENMARK,2017 Q1,Best Estimate,R0580,4851.43,20190319,82
DENMARK,2017 Q1,Deposits to cedants,R0350,0.46,20190319,82
DENMARK,2017 Q1,Technical provisions calculated as a whole,R0660,14354.97,20190319,82
DENMARK,2017 Q1,Contingent liabilities,R0740,0.00,20190319,82
DENMARK,2017 Q1,Deferred tax assets,R0040,435.03,20190319,82
DENMARK,2017 Q1,Pension benefit surplus,R0050,0.00,20190319,82
DENMARK,2017 Q1,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,199.86,20190319,82
